web_name,team,pos,price,owned_pct,total_points,form,minutes,starts,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,transfers_in_event,transfers_out_event,net_transfers_event,cost_change_event,status,chance_of_playing_next_round
Milambo,BRE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,9,15,-6,0.0,i,0
Carvalho,BRE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,113,188,-75,0.0,a,100
Dasilva,BRE,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,3,148,-145,0.0,i,0
Nunes,BRE,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,1256,249,1007,0.0,a,
Coppola,BHA,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,112,127,-15,0.0,a,
Igor,BHA,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,480,-480,0.0,u,0
Costinha,BHA,DEF,4.5,0.0,3,0.8,54,0,0,0,0.12,0.16,0.28,0.28,6,91,153,-62,0.0,a,
Mitoma,BHA,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,33,169,-136,0.0,i,0
Minteh,BHA,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,15,264,-249,0.0,i,0
Buonanotte,BHA,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,11,-11,0.0,u,0
Howell,BHA,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,232,-232,0.0,u,0
Watson,BHA,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,5,-5,0.0,u,0
Yohanna,BHA,MID,4.9,0.0,1,0.2,12,0,0,0,0.00,0.03,0.03,0.00,0,16,663,-647,0.0,i,0
Tzimas,BHA,FWD,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,28,41,-13,-0.1,i,0
Ferguson,BHA,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,137,226,-89,0.0,i,0
Osman,BHA,MID,5.0,0.0,3,0.8,40,0,0,0,0.05,0.07,0.12,0.32,4,77,112,-35,0.0,a,
Hadjam,BHA,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,171,392,-221,0.0,a,
Cozier-Duberry,BHA,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,9,-9,0.0,u,0
Andrés,BHA,MID,5.5,0.0,4,2.0,25,0,0,1,0.24,0.01,0.25,0.22,4,212,113,99,0.0,a,
Azeez,BHA,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,43,23,20,0.0,d,75
Ibrahim,BHA,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,717,124,593,0.0,a,
Henderson,CHE,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,21,275,-254,0.0,i,0
Jörgensen,CHE,GKP,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,31,-31,0.0,u,0
B.Badiashile,CHE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,70,-70,0.0,u,0
M.Sarr,CHE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,229,-229,0.0,u,0
Gittens,CHE,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,81,240,-159,0.0,a,
Quenda,CHE,MID,5.3,0.0,1,0.2,8,0,0,0,0.00,0.00,0.00,0.09,1,72,310,-238,-0.1,a,100
Anselmino,CHE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,124,115,9,0.0,a,100
Kesler-Hayden,COV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,64,226,-162,0.0,i,0
Latibeaudiere,COV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,81,156,-75,0.0,a,
Brau,COV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,139,-139,0.0,u,0
Eccles,COV,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,8,168,-160,0.0,i,0
Markelo,COV,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,67,-67,0.0,u,0
Bassette,COV,FWD,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,151,-151,0.0,u,0
Gboho,COV,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,71,15,56,0.0,a,
Guessand,CRY,MID,5.5,0.0,2,0.5,54,0,0,0,0.03,0.03,0.06,0.34,2,157,463,-306,0.0,a,
Sosa,CRY,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,155,-155,0.0,u,0
Chadi Riad,CRY,DEF,4.4,0.0,1,0.2,72,1,0,0,0.00,0.01,0.01,0.98,7,25,200,-175,0.0,i,0
Devenny,CRY,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,60,-60,0.0,u,0
Esse,CRY,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,235,-235,0.0,u,0
M.França,CRY,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,403,-403,0.0,u,0
J.Rak-Sakyi,CRY,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,68,-68,0.0,u,0
Cardines,CRY,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,5,-5,0.0,u,0
Uche,CRY,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0.0,u,0
Gozo,CRY,MID,5.0,0.0,2,0.5,28,0,0,0,0.00,0.00,0.00,0.68,1,47,95,-48,0.0,a,
Ahanor,CRY,DEF,4.5,0.0,3,1.5,90,1,0,0,0.00,0.01,0.01,1.68,11,410,89,321,0.0,a,
Timber,CRY,MID,5.0,0.0,6,3.0,163,2,0,0,0.12,0.03,0.15,4.25,22,790,267,523,0.0,a,
Osorio,CRY,MID,5.5,0.0,1,0.5,1,0,0,0,0.00,0.00,0.00,0.13,1,45,87,-42,0.0,a,
Nørgaard,EVE,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,25,389,-364,0.0,i,0
Travers,EVE,GKP,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,277,241,36,0.0,a,
King,EVE,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,108,148,-40,0.0,a,
Patterson,EVE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,181,-181,0.0,u,0
Dibling,EVE,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,93,184,-91,0.0,a,
Röhl,EVE,MID,4.9,0.0,6,1.5,249,3,0,0,0.00,0.20,0.20,4.52,24,190,489,-299,-0.1,a,
J.Cuenca,FUL,DEF,4.5,0.0,3,0.8,90,1,0,0,0.00,0.03,0.03,2.24,10,45,172,-127,0.0,a,
Kevin,FUL,MID,5.3,0.0,3,0.8,42,0,0,0,0.03,0.12,0.15,0.74,6,321,353,-32,-0.1,a,
Cairney,FUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,8,25,-17,0.0,i,0
Larsson,FUL,MID,5.0,0.0,2,1.0,24,0,0,0,0.13,0.23,0.36,0.46,2,90,57,33,0.0,a,
Ángel,FUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,43,33,10,0.0,a,
Affengruber,FUL,DEF,4.5,0.0,8,4.0,90,1,0,0,0.00,0.00,0.00,1.28,12,1227,221,1006,0.0,a,
Iroegbunam,HUL,MID,5.0,0.0,1,0.2,25,0,0,0,0.00,0.00,0.00,0.35,2,247,143,104,0.0,a,100
Cartwright,HUL,GKP,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,30,-30,0.0,u,0
Lo-Tutala,HUL,GKP,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,79,-79,0.0,u,0
Drameh,HUL,DEF,4.0,0.0,2,0.5,65,0,0,0,0.05,0.00,0.05,0.87,6,0,377,-377,0.0,u,0
Jacob,HUL,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,54,-54,0.0,u,0
Millar,HUL,MID,5.0,0.0,6,1.5,50,0,1,0,0.58,0.00,0.58,0.87,4,0,589,-589,0.0,u,0
Matazo,HUL,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,25,39,-14,0.0,i,0
Ömür,HUL,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,175,190,-15,0.0,a,
Kamara,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,17,-17,0.0,u,0
Akintola,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,790,-790,0.0,u,0
Gyabi,HUL,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,29,105,-76,0.0,i,0
Burstow,HUL,FWD,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,211,-211,0.0,u,0
Gelhardt,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,155,121,34,0.0,a,100
Morita,HUL,MID,5.0,0.0,1,0.2,45,1,0,0,0.00,0.00,0.00,1.09,3,8,267,-259,0.0,i,0
Gourna-Douath,HUL,MID,5.0,0.0,3,0.8,126,1,0,0,0.00,0.02,0.02,2.13,16,79,130,-51,0.0,a,
Cho,HUL,MID,5.0,0.0,3,1.0,45,0,0,0,0.52,0.16,0.68,0.82,2,199,124,75,0.0,a,
Ansah,HUL,FWD,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,75,774,-699,0.0,i,0
Thomas,HUL,MID,5.5,0.0,2,1.0,57,0,0,0,0.02,0.07,0.09,0.76,5,669,244,425,0.0,a,
Mouzakitis,HUL,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,118,58,60,0.0,a,
Matusiwa,IPS,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,28,16,12,0.0,a,100
Burns,IPS,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,11,-11,0.0,u,0
Taylor,IPS,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,40,198,-158,0.0,i,0
Ogbene,IPS,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,83,-83,0.0,u,0
Szmodics,IPS,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,30,-30,0.0,u,0
Mehmeti,IPS,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,22,167,-145,0.0,a,
Van Oevelen,IPS,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,131,-131,0.0,u,0
Humphreys,IPS,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,305,-305,0.0,u,0
Palacios,IPS,MID,5.0,0.0,9,3.0,195,2,0,0,0.00,0.07,0.07,3.23,38,838,377,461,0.0,a,
Bornauw,LEE,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,13,-13,0.0,u,0
Gnonto,LEE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,97,-97,0.0,u,0
Harrison,LEE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,5,-5,0.0,u,0
Gruev,LEE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,9,23,-14,0.0,d,25
Elvedi,LEE,DEF,4.5,0.0,7,1.8,236,2,0,0,0.05,0.57,0.62,4.39,25,352,194,158,0.0,a,
Bard,LEE,DEF,4.5,0.0,1,0.5,18,0,0,0,0.00,0.00,0.00,0.30,2,204,65,139,0.0,a,
Bahoya,LEE,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,199,196,3,0.0,a,
Pecsi,LIV,GKP,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,57,-57,0.0,u,0
Jaros,LIV,GKP,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,116,63,53,0.0,i,0
Gomez,LIV,DEF,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,24,77,-53,-0.1,d,75
Bradley,LIV,DEF,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,26,63,-37,0.0,i,0
Leoni,LIV,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,76,200,-124,0.0,i,0
Chiesa,LIV,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,12,391,-379,0.0,i,0
C.Jones,LIV,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,81,-81,0.0,u,0
Nyoni,LIV,MID,4.9,0.0,2,0.5,19,0,0,0,0.00,0.00,0.00,0.22,5,83,310,-227,0.0,a,
Bajcetic,LIV,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,4,-4,0.0,u,0
Koumas,LIV,MID,5.0,0.0,2,0.5,13,0,0,0,0.03,0.00,0.03,0.58,1,88,151,-63,0.0,a,
Elliott,LIV,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,355,-355,0.0,u,0
Bettinelli,MCI,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,37,104,-67,0.0,a,
Alleyne,MCI,DEF,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,20,-20,0.0,u,0
Vitor Reis,MCI,DEF,4.5,0.0,1,0.2,1,0,0,0,0.00,0.00,0.00,0.00,0,94,143,-49,0.0,a,
Rodrigo,MCI,MID,6.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,31,-31,0.0,u,0
Reijnders,MCI,MID,6.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,130,-130,0.0,u,0
Echeverri,MCI,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,77,-77,0.0,u,0
Phillips,MCI,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,20,-20,0.0,u,0
Monga,MCI,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,75,-75,0.0,u,0
Rulli,MCI,GKP,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,90,102,-12,0.0,a,
Allan,MCI,MID,6.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,138,125,13,0.0,a,
Samba,MCI,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,378,521,-143,0.0,a,
Darlow,MUN,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,95,159,-64,0.0,a,100
Bayindir,MUN,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,51,-51,0.0,u,0
De Ligt,MUN,DEF,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,46,120,-74,0.0,i,0
Fredricson,MUN,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,69,-69,0.0,u,0
Mount,MUN,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,150,143,7,0.0,a,100
Ugarte,MUN,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,9,20,-11,0.0,i,0
J.Fletcher,MUN,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,29,72,-43,0.0,a,
Collyer,MUN,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,72,-72,0.0,u,0
Gillespie,NEW,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,86,105,-19,0.0,a,
Jaouen,NEW,GKP,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,10,134,-124,0.0,d,50
Joelinton,NEW,MID,5.4,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,14,98,-84,0.0,i,0
Miley,NEW,MID,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,532,56,476,0.0,a,
Morato,NFO,DEF,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,244,-244,0.0,u,0
Savona,NFO,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,9,14,-5,0.0,i,0
Netz,NFO,DEF,4.4,0.0,2,0.5,20,0,0,0,0.00,0.00,0.00,0.13,1,103,174,-71,-0.1,a,
Bakwa,NFO,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,36,-36,0.0,u,0
Phillips,TOT,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,57,-57,0.0,u,0
Xavi,TOT,MID,5.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,29,79,-50,0.0,i,0
Odobert,TOT,MID,5.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,13,9,4,0.0,i,0
Kulusevski,TOT,MID,6.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,35,50,-15,0.0,i,0
Mudryk,TOT,MID,5.4,0.0,1,0.2,16,0,0,0,0.00,0.00,0.00,0.16,0,21,1399,-1378,0.0,i,0
Seelt,SUN,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,28,-28,0.0,u,0
Hjelde,SUN,DEF,4.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,163,-163,0.0,u,0
Diarra,SUN,MID,5.4,0.0,5,1.2,28,0,0,1,0.03,0.16,0.19,0.12,0,4,346,-342,0.0,i,0
Adingra,SUN,MID,4.9,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,348,-348,0.0,u,0
Mundle,SUN,MID,4.9,0.0,1,0.2,1,0,0,0,0.17,0.00,0.17,0.09,1,9,75,-66,0.0,i,0
Rigg,SUN,MID,4.9,0.0,2,0.5,17,0,0,0,0.00,0.00,0.00,0.44,1,30,254,-224,0.0,a,
Jocelin.T,SUN,MID,5.0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,32,41,-9,0.0,a,
Methalie,SUN,DEF,4.5,0.0,0,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0,73,45,28,0.0,a,100
Fofana,SUN,MID,5.5,0.0,2,1.0,30,0,0,0,0.00,0.00,0.00,1.18,0,277,347,-70,0.0,a,
